AÑO_INSCRIPCION,MES_INSCRIPCION,COD_SEXO,COD_HECHO,COD_INSCRIPCION_1,COD_INSCRIPCION_2,UBIGEO_L,UBIGEO_INEI_L,DEPA_CONT_L,PROV_PAIS_L,DIST_CIUD_L,Nacional_L,CANTIDAD
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921002, ,América,Chile,Arica,Extranjero,3
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921005, ,América,Chile,Iquique,Extranjero,2
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921006, ,América,Chile,Santiago,Extranjero,1
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921102, ,América,Ecuador,Loja,Extranjero,1
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921104, ,América,Ecuador,Machala,Extranjero,1
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921105, ,América,Ecuador,Quito,Extranjero,1
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921313, ,América,Estados Unidos de América,Houston,Extranjero,2
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921317, ,América,Estados Unidos de América,Miami,Extranjero,6
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921319, ,América,Estados Unidos de América,Nueva York,Extranjero,2
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921325, ,América,Estados Unidos de América,San Francisco,Extranjero,3
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921373, ,América,Estados Unidos de América,Dallas,Extranjero,2
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,921385, ,América,Estados Unidos de América,Hartford,Extranjero,1
2026,Febrero,Hombre,Nacimiento,Extemporánea mayor de edad,Inscripción,922401, ,América,República Dominicana,Santo Domingo,Extranjero,2
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,050101,050101,Ayacucho,Huamanga,Ayacucho,Nacional,1
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,070101,080101,Cusco,Cusco,Cusco,Nacional,1
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,070801,080801,Cusco,Espinar,Espinar,Nacional,2
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,110201,120201,Junín,Concepción,Concepción,Nacional,1
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,130101,140101,Lambayeque,Chiclayo,Chiclayo,Nacional,1
2026,Febrero,Hombre,Nacimiento,Judicial,Inscripción,150101,160101,Loreto,Maynas,Iquitos,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010101,010101,Amazonas,Chachapoyas,Chachapoyas,Nacional,10
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010109,010109,Amazonas,Chachapoyas,La Jalca,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010110,010110,Amazonas,Chachapoyas,Leimebamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010112,010112,Amazonas,Chachapoyas,Magdalena,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010113,010113,Amazonas,Chachapoyas,Mariscal Castilla,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010202,010202,Amazonas,Bagua,Aramango,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010205,010201,Amazonas,Bagua,Bagua,Nacional,10
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010305,010303,Amazonas,Bongará,Churuja,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010306,010306,Amazonas,Bongará,Florida,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010312,010307,Amazonas,Bongará,Jazan,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010402,010502,Amazonas,Luya,Camporredondo,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010405,010505,Amazonas,Luya,Conila,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010407,010507,Amazonas,Luya,Longuita,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010412,010512,Amazonas,Luya,Ocalli,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010501,010601,Amazonas,Rodríguez de Mendoza,San Nicolás,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010505,010605,Amazonas,Rodríguez de Mendoza,Limabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010506,010606,Amazonas,Rodríguez de Mendoza,Longar,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010509,010609,Amazonas,Rodríguez de Mendoza,Omia,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010601,010401,Amazonas,Condorcanqui,Nieva,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010602,010403,Amazonas,Condorcanqui,Río Santiago,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010603,010402,Amazonas,Condorcanqui,El Cenepa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010701,010701,Amazonas,Utcubamba,Bagua Grande,Nacional,14
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010706,010706,Amazonas,Utcubamba,Lonya Grande,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,010707,010707,Amazonas,Utcubamba,Yamon,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020101,020101,Áncash,Huaraz,Huaraz,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020102,020105,Áncash,Huaraz,Independencia,Nacional,38
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020103,020102,Áncash,Huaraz,Cochabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020105,020104,Áncash,Huaraz,Huanchay,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020110,020110,Áncash,Huaraz,Pariacoto,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020304,020504,Áncash,Bolognesi,Aquia,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020325,020508,Áncash,Bolognesi,Huallanca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020401,020601,Áncash,Carhuaz,Carhuaz,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020402,020602,Áncash,Carhuaz,Acopampa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020404,020604,Áncash,Carhuaz,Anta,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020406,020606,Áncash,Carhuaz,Marcara,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020501,020801,Áncash,Casma,Casma,Nacional,9
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020505,020804,Áncash,Casma,Yautan,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020701,021201,Áncash,Huaylas,Caraz,Nacional,12
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020704,021204,Áncash,Huaylas,Huaylas,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020705,021205,Áncash,Huaylas,Mato,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020706,021206,Áncash,Huaylas,Pamparomas,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020801,021001,Áncash,Huari,Huari,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020802,021003,Áncash,Huari,Cajay,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020803,021004,Áncash,Huari,Chavín de Huántar,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020810,021011,Áncash,Huari,Ponto,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020813,021014,Áncash,Huari,San Marcos,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020815,021016,Áncash,Huari,Uco,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020901,021301,Áncash,Mariscal Luzuriaga,Piscobamba,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020903,021307,Áncash,Mariscal Luzuriaga,Lucma,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,020906,021306,Áncash,Mariscal Luzuriaga,Llumpa,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021008,021508,Áncash,Pallasca,Pallasca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021009,021509,Áncash,Pallasca,Pampas,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021101,021601,Áncash,Pomabamba,Pomabamba,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021102,021602,Áncash,Pomabamba,Huayllan,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021104,021604,Áncash,Pomabamba,Quinuabamba,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021301,021801,Áncash,Santa,Chimbote,Nacional,112
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021302,021802,Áncash,Santa,Cáceres del Perú,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021304,021805,Áncash,Santa,Moro,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021305,021806,Áncash,Santa,Nepeña,Nacional,5
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021307,021808,Áncash,Santa,Santa,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021308,021803,Áncash,Santa,Coishco,Nacional,5
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021309,021809,Áncash,Santa,Nuevo Chimbote,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021401,021901,Áncash,Sihuas,Sihuas,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021501,022001,Áncash,Yungay,Yungay,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021505,022005,Áncash,Yungay,Quillo,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021506,022006,Áncash,Yungay,Ranrahirca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021507,022007,Áncash,Yungay,Shupluy,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021508,022008,Áncash,Yungay,Yanama,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021601,020301,Áncash,Antonio Raymondi,Llamellin,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021604,020304,Áncash,Antonio Raymondi,Chingas,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021701,020701,Áncash,Carlos Fermín Fitzcarrald,San Luis,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021702,020703,Áncash,Carlos Fermín Fitzcarrald,Yauya,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021703,020702,Áncash,Carlos Fermín Fitzcarrald,San Nicolás,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021801,020401,Áncash,Asunción,Chacas,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021802,020402,Áncash,Asunción,Acochaca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021901,021101,Áncash,Huarmey,Huarmey,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,021905,021103,Áncash,Huarmey,Culebras,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030101,030101,Apurímac,Abancay,Abancay,Nacional,37
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030103,030104,Apurímac,Abancay,Curahuasi,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030201,030401,Apurímac,Aymaraes,Chalhuanca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030301,030201,Apurímac,Andahuaylas,Andahuaylas,Nacional,13
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030304,030204,Apurímac,Andahuaylas,Huancarama,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030306,030207,Apurímac,Andahuaylas,Kishuara,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030310,030213,Apurímac,Andahuaylas,San Jerónimo,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030311,030216,Apurímac,Andahuaylas,Talavera,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030313,030209,Apurímac,Andahuaylas,Pacucha,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030319,030219,Apurímac,Andahuaylas,Kaquiabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030501,030501,Apurímac,Cotabambas,Tambobamba,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030502,030503,Apurímac,Cotabambas,Coyllurqui,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030503,030502,Apurímac,Cotabambas,Cotabambas,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030504,030504,Apurímac,Cotabambas,Haquira,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030505,030505,Apurímac,Cotabambas,Mara,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030506,030506,Apurímac,Cotabambas,Challhuahuacho,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030601,030701,Apurímac,Grau,Chuquibambilla,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030611,030712,Apurímac,Grau,Vilcabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030703,030605,Apurímac,Chincheros,Ocobamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030705,030602,Apurímac,Chincheros,Anco-Huallo,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030706,030604,Apurímac,Chincheros,Huaccana,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,030711,030611,Apurímac,Chincheros,Los Chankas,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040101,040101,Arequipa,Arequipa,Arequipa,Nacional,228
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040103,040104,Arequipa,Arequipa,Cerro Colorado,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040104,040105,Arequipa,Arequipa,Characato,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040106,040108,Arequipa,Arequipa,La Joya,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040107,040110,Arequipa,Arequipa,Miraflores,Nacional,7
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040109,040112,Arequipa,Arequipa,Paucarpata,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040112,040115,Arequipa,Arequipa,Quequeña,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040114,040117,Arequipa,Arequipa,Sachaca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040119,040122,Arequipa,Arequipa,Socabaya,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040121,040124,Arequipa,Arequipa,Uchumayo,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040123,040126,Arequipa,Arequipa,Yanahuara,Nacional,10
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040126,040109,Arequipa,Arequipa,Mariano Melgar,Nacional,8
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040127,040107,Arequipa,Arequipa,Jacobo Hunter,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040128,040102,Arequipa,Arequipa,Alto Selva Alegre,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040129,040129,Arequipa,Arequipa,José Luis Bustamante y Rivero,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040201,040501,Arequipa,Caylloma,Chivay,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040204,040505,Arequipa,Caylloma,Caylloma,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040212,040512,Arequipa,Caylloma,Maca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040220,040520,Arequipa,Caylloma,Majes,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040301,040201,Arequipa,Camaná,Camaná,Nacional,18
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040306,040206,Arequipa,Camaná,Ocoña,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040401,040301,Arequipa,Caravelí,Caravelí,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040402,040302,Arequipa,Caravelí,Acarí,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040405,040305,Arequipa,Caravelí,Bella Unión,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040409,040309,Arequipa,Caravelí,Huanuhuanu,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040507,040407,Arequipa,Castilla,Huancarqui,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040509,040409,Arequipa,Castilla,Orcopampa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040701,040701,Arequipa,Islay,Mollendo,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040702,040702,Arequipa,Islay,Cocachacra,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040703,040703,Arequipa,Islay,Deán Valdivia,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040704,040704,Arequipa,Islay,Islay,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040706,040706,Arequipa,Islay,Punta de Bombón,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,040802,040802,Arequipa,La Unión,Alca,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050101,050101,Ayacucho,Huamanga,Ayacucho,Nacional,54
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050116,050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Nacional,6
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050201,050201,Ayacucho,Cangallo,Cangallo,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050206,050203,Ayacucho,Cangallo,Los Morochucos,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050301,050401,Ayacucho,Huanta,Huanta,Nacional,8
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050302,050402,Ayacucho,Huanta,Ayahuanco,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050303,050403,Ayacucho,Huanta,Huamanguilla,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050305,050405,Ayacucho,Huanta,Luricocha,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050308,050407,Ayacucho,Huanta,Sivia,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050310,050409,Ayacucho,Huanta,Canayre,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050312,050411,Ayacucho,Huanta,Pucacolpa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050401,050501,Ayacucho,La Mar,San Miguel,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050403,050503,Ayacucho,La Mar,Ayna,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050406,050508,Ayacucho,La Mar,Tambo,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050408,050507,Ayacucho,La Mar,Santa Rosa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050409,050509,Ayacucho,La Mar,Samugari,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050414,050514,Ayacucho,La Mar,Ninabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050501,050601,Ayacucho,Lucanas,Puquio,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050502,050602,Ayacucho,Lucanas,Aucara,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050508,050606,Ayacucho,Lucanas,Chipao,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050601,050701,Ayacucho,Parinacochas,Coracora,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050605,050702,Ayacucho,Parinacochas,Chumpi,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050709,051008,Ayacucho,Víctor Fajardo,Huamanquiquia,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,050901,051101,Ayacucho,Vilcas Huamán,Vilcas Huamán,Nacional,9
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,051001,050801,Ayacucho,Páucar del Sara Sara,Pausa,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,051101,050901,Ayacucho,Sucre,Querobamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,051108,050911,Ayacucho,Sucre,Soras,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060101,060101,Cajamarca,Cajamarca,Cajamarca,Nacional,55
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060102,060102,Cajamarca,Cajamarca,Asunción,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060106,060106,Cajamarca,Cajamarca,Jesús,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060107,060108,Cajamarca,Cajamarca,Los Baños del Inca,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060109,060109,Cajamarca,Cajamarca,Magdalena,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060110,060110,Cajamarca,Cajamarca,Matara,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060111,060111,Cajamarca,Cajamarca,Namora,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060112,060112,Cajamarca,Cajamarca,San Juan,Nacional,5
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060201,060201,Cajamarca,Cajabamba,Cajabamba,Nacional,12
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060203,060203,Cajamarca,Cajabamba,Condebamba,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060205,060204,Cajamarca,Cajabamba,Sitacocha,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060301,060301,Cajamarca,Celendín,Celendín,Nacional,7
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060308,060308,Cajamarca,Celendín,Oxamarca,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060401,060501,Cajamarca,Contumazá,Contumazá,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060403,060502,Cajamarca,Contumazá,Chilete,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060404,060504,Cajamarca,Contumazá,Guzmango,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060408,060508,Cajamarca,Contumazá,Yonán,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060501,060601,Cajamarca,Cutervo,Cutervo,Nacional,11
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060502,060602,Cajamarca,Cutervo,Callayuc,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060505,060605,Cajamarca,Cutervo,La Ramada,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060506,060606,Cajamarca,Cutervo,Pimpingos,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060507,060607,Cajamarca,Cutervo,Querocotillo,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060508,060608,Cajamarca,Cutervo,San Andrés de Cutervo,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060509,060609,Cajamarca,Cutervo,San Juan de Cutervo,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060510,060610,Cajamarca,Cutervo,San Luis de Lucma,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060513,060613,Cajamarca,Cutervo,Santo Tomás,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060514,060614,Cajamarca,Cutervo,Socota,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060601,060401,Cajamarca,Chota,Chota,Nacional,13
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060603,060407,Cajamarca,Chota,Cochabamba,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060604,060408,Cajamarca,Chota,Conchán,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060605,060403,Cajamarca,Chota,Chadin,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060606,060404,Cajamarca,Chota,Chiguirip,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060607,060405,Cajamarca,Chota,Chimbán,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060608,060409,Cajamarca,Chota,Huambos,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060609,060410,Cajamarca,Chota,Lajas,Nacional,4
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060610,060411,Cajamarca,Chota,Llama,Nacional,3
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060613,060414,Cajamarca,Chota,Pion,Nacional,1
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060614,060415,Cajamarca,Chota,Querocoto,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060615,060417,Cajamarca,Chota,Tacabamba,Nacional,12
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060619,060419,Cajamarca,Chota,Chalamarca,Nacional,2
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060701,060701,Cajamarca,Hualgayoc,Bambamarca,Nacional,11
2026,Febrero,Hombre,Defunción,Ordinaria,Inscripción,060703,060703,Cajamarca,Hualgayoc,Hualgayoc,Nacional,1
